source_address,n_days,visitor_type,device_class
00:f4:b9:0d:3f:3a,1,One-time (1 day),Not seen during interview
00:f7:6f:e3:47:30,3,Occasional (3-9 days),Not seen during interview
00:f7:6f:f0:90:32,3,Occasional (3-9 days),Not seen during interview
00:fa:21:0a:96:e8,2,Rare (2 days),Not seen during interview
00:fa:21:1a:d7:5b,21,Resident (20+ days),Campus member (seen during interview)
00:fa:21:30:ad:17,17,Regular (10-19 days),Campus member (seen during interview)
00:fa:21:31:c7:bf,8,Occasional (3-9 days),Campus member (seen during interview)
00:fa:21:6b:26:63,1,One-time (1 day),Interview-only (Outsider)
00:fa:21:6b:49:37,1,One-time (1 day),Interview-only (Outsider)
00:fa:21:6c:5a:3d,1,One-time (1 day),Interview-only (Outsider)
00:fa:21:75:4e:2c,21,Resident (20+ days),Campus member (seen during interview)
00:fa:21:88:fa:1a,3,Occasional (3-9 days),Not seen during interview
00:fa:21:9c:a5:1f,2,Rare (2 days),Interview-only (Outsider)
00:fa:21:a5:81:4f,3,Occasional (3-9 days),Campus member (seen during interview)
00:fa:21:bb:fe:b1,3,Occasional (3-9 days),Campus member (seen during interview)
00:fa:21:e8:cd:64,1,One-time (1 day),Not seen during interview
00:fa:21:f3:03:4a,9,Occasional (3-9 days),Not seen during interview
04:0c:ce:20:b0:7c,2,Rare (2 days),Not seen during interview
04:1b:6d:01:6d:4a,1,One-time (1 day),Not seen during interview
04:1b:6d:06:eb:f0,1,One-time (1 day),Not seen during interview
04:1b:6d:07:ca:46,1,One-time (1 day),Not seen during interview
04:1b:6d:0c:db:59,1,One-time (1 day),Not seen during interview
04:1b:6d:13:58:a9,1,One-time (1 day),Not seen during interview
04:1b:6d:25:9a:1b,1,One-time (1 day),Not seen during interview
04:1b:6d:48:cc:25,1,One-time (1 day),Not seen during interview
04:1b:6d:5a:95:0f,1,One-time (1 day),Not seen during interview
04:1b:6d:69:41:6b,1,One-time (1 day),Not seen during interview
04:1b:6d:6e:fe:59,1,One-time (1 day),Not seen during interview
04:1b:6d:6f:a5:b0,1,One-time (1 day),Not seen during interview
04:1b:6d:6f:f0:1e,1,One-time (1 day),Not seen during interview
04:1b:6d:7b:79:ae,1,One-time (1 day),Not seen during interview
04:1b:6d:8f:a7:ae,1,One-time (1 day),Not seen during interview
04:1b:6d:92:3a:80,1,One-time (1 day),Not seen during interview
04:1b:6d:94:14:20,1,One-time (1 day),Not seen during interview
04:1b:6d:9e:fc:d1,4,Occasional (3-9 days),Not seen during interview
04:1b:6d:9f:00:0e,1,One-time (1 day),Not seen during interview
04:1b:6d:a3:22:bb,14,Regular (10-19 days),Campus member (seen during interview)
04:1b:6d:a5:72:90,2,Rare (2 days),Campus member (seen during interview)
04:1b:6d:b4:e0:d1,1,One-time (1 day),Not seen during interview
04:1b:6d:b5:59:02,4,Occasional (3-9 days),Not seen during interview
04:1b:6d:bf:08:7a,2,Rare (2 days),Not seen during interview
04:1b:6d:c1:a0:ac,26,Resident (20+ days),Campus member (seen during interview)
04:1b:6d:c1:ed:61,1,One-time (1 day),Interview-only (Outsider)
04:1b:6d:c3:36:40,24,Resident (20+ days),Campus member (seen during interview)
04:1b:6d:c3:65:57,3,Occasional (3-9 days),Not seen during interview
04:1b:6d:c7:0f:cf,18,Regular (10-19 days),Campus member (seen during interview)
04:1b:6d:c7:75:41,1,One-time (1 day),Not seen during interview
04:1b:6d:c7:ad:c6,1,One-time (1 day),Not seen during interview
04:1b:6d:c8:22:6f,6,Occasional (3-9 days),Not seen during interview
04:1b:6d:c8:6a:74,1,One-time (1 day),Interview-only (Outsider)
04:1b:6d:c8:7a:8c,6,Occasional (3-9 days),Not seen during interview
04:1b:6d:c8:ee:44,20,Resident (20+ days),Campus member (seen during interview)
04:1b:6d:c8:ef:97,20,Resident (20+ days),Not seen during interview
04:1b:6d:c9:10:99,2,Rare (2 days),Campus member (seen during interview)
04:1b:6d:c9:3b:63,22,Resident (20+ days),Not seen during interview
04:1b:6d:c9:49:34,3,Occasional (3-9 days),Not seen during interview
04:1b:6d:c9:63:fe,6,Occasional (3-9 days),Not seen during interview
04:1b:6d:c9:95:8c,1,One-time (1 day),Interview-only (Outsider)
04:1b:6d:c9:9a:e3,2,Rare (2 days),Not seen during interview
04:1b:6d:c9:a4:43,1,One-time (1 day),Not seen during interview
04:1b:6d:c9:a4:4a,20,Resident (20+ days),Campus member (seen during interview)
04:1b:6d:c9:df:1b,1,One-time (1 day),Not seen during interview
04:1b:6d:ca:68:b2,3,Occasional (3-9 days),Not seen during interview
04:1b:6d:ca:7a:3e,1,One-time (1 day),Not seen during interview
04:1b:6d:ca:bc:9f,6,Occasional (3-9 days),Campus member (seen during interview)
04:1b:6d:cb:9b:39,2,Rare (2 days),Not seen during interview
04:1b:6d:cd:f3:35,1,One-time (1 day),Interview-only (Outsider)
04:1b:6d:ce:42:14,1,One-time (1 day),Not seen during interview
04:1b:6d:ce:5a:8e,1,One-time (1 day),Not seen during interview
04:1b:6d:ce:e4:74,20,Resident (20+ days),Campus member (seen during interview)
04:1b:6d:cf:21:7b,1,One-time (1 day),Interview-only (Outsider)
04:1b:6d:cf:db:1a,3,Occasional (3-9 days),Campus member (seen during interview)
04:1b:6d:cf:f3:3c,3,Occasional (3-9 days),Not seen during interview
04:1b:6d:cf:fd:11,3,Occasional (3-9 days),Not seen during interview
04:1b:6d:d1:49:53,1,One-time (1 day),Interview-only (Outsider)
04:1b:6d:d1:61:b4,1,One-time (1 day),Not seen during interview
04:1b:6d:d2:ce:98,1,One-time (1 day),Interview-only (Outsider)
04:1b:6d:e3:f4:af,1,One-time (1 day),Not seen during interview
04:1b:6d:e7:85:81,1,One-time (1 day),Not seen during interview
04:1b:6d:ec:15:ea,1,One-time (1 day),Not seen during interview
04:1b:6d:f2:d4:2a,1,One-time (1 day),Not seen during interview
04:1b:6d:f4:02:3d,1,One-time (1 day),Not seen during interview
04:1b:6d:f5:18:65,1,One-time (1 day),Not seen during interview
04:1b:6d:f5:93:62,1,One-time (1 day),Interview-only (Outsider)
04:1b:6d:f5:b2:69,1,One-time (1 day),Interview-only (Outsider)
04:1b:ba:1d:21:e7,1,One-time (1 day),Not seen during interview
04:1b:ba:1e:e0:0d,1,One-time (1 day),Interview-only (Outsider)
04:1b:ba:1f:f1:fb,2,Rare (2 days),Not seen during interview
04:1b:ba:26:09:37,2,Rare (2 days),Campus member (seen during interview)
04:1b:ba:2a:bd:9b,1,One-time (1 day),Interview-only (Outsider)
04:1b:ba:2a:df:ad,1,One-time (1 day),Interview-only (Outsider)
04:4b:ed:4e:d8:e3,1,One-time (1 day),Not seen during interview
04:4b:ed:50:e5:dd,14,Regular (10-19 days),Campus member (seen during interview)
04:4b:ed:64:ad:6d,24,Resident (20+ days),Campus member (seen during interview)
04:4b:ed:67:d4:6f,13,Regular (10-19 days),Campus member (seen during interview)
04:4b:ed:6d:56:2b,2,Rare (2 days),Not seen during interview
04:4b:ed:6f:e0:56,1,One-time (1 day),Not seen during interview
04:4b:ed:75:f4:10,23,Resident (20+ days),Campus member (seen during interview)
04:4b:ed:96:4c:6c,13,Regular (10-19 days),Not seen during interview
04:4b:ed:f0:3d:c8,16,Regular (10-19 days),Campus member (seen during interview)
04:4b:ed:f0:3e:0e,12,Regular (10-19 days),Not seen during interview
04:4b:ed:f0:ba:fa,21,Resident (20+ days),Campus member (seen during interview)
04:4f:4c:22:07:db,9,Occasional (3-9 days),Campus member (seen during interview)
04:4f:4c:22:13:02,1,One-time (1 day),Not seen during interview
04:4f:4c:a1:86:54,26,Resident (20+ days),Campus member (seen during interview)
04:52:f3:0a:1d:54,3,Occasional (3-9 days),Campus member (seen during interview)
04:52:f3:22:1c:b3,6,Occasional (3-9 days),Campus member (seen during interview)
04:52:f3:2e:84:d5,3,Occasional (3-9 days),Not seen during interview
04:52:f3:3d:62:c0,11,Regular (10-19 days),Not seen during interview
04:52:f3:41:e8:30,5,Occasional (3-9 days),Not seen during interview
04:52:f3:41:e8:93,17,Regular (10-19 days),Not seen during interview
04:52:f3:41:ea:77,1,One-time (1 day),Not seen during interview
04:52:f3:76:fa:fb,1,One-time (1 day),Not seen during interview
04:54:53:11:98:97,4,Occasional (3-9 days),Not seen during interview
04:54:53:11:99:3f,25,Resident (20+ days),Campus member (seen during interview)
04:54:53:11:99:6e,8,Occasional (3-9 days),Not seen during interview
04:b1:67:05:aa:7d,3,Occasional (3-9 days),Not seen during interview
04:b1:67:22:0e:4c,1,One-time (1 day),Not seen during interview
04:b1:67:27:a3:e8,1,One-time (1 day),Not seen during interview
04:b1:67:37:52:3c,18,Regular (10-19 days),Campus member (seen during interview)
04:b1:67:6c:af:64,11,Regular (10-19 days),Not seen during interview
04:b4:29:23:c9:35,3,Occasional (3-9 days),Not seen during interview
04:b4:29:23:cd:65,2,Rare (2 days),Not seen during interview
04:b4:29:5d:42:59,1,One-time (1 day),Not seen during interview
04:cf:8c:22:5b:06,6,Occasional (3-9 days),Not seen during interview
04:cf:8c:93:d3:e7,3,Occasional (3-9 days),Not seen during interview
04:cf:8c:9e:63:32,1,One-time (1 day),Not seen during interview
04:cf:8c:b8:0a:02,2,Rare (2 days),Not seen during interview
04:d1:3a:14:4f:0d,9,Occasional (3-9 days),Not seen during interview
04:d3:cf:f1:52:dd,1,One-time (1 day),Not seen during interview
04:d6:aa:1a:b2:d6,3,Occasional (3-9 days),Not seen during interview
04:d6:aa:54:6b:3e,26,Resident (20+ days),Campus member (seen during interview)
04:d6:aa:89:c5:cb,1,One-time (1 day),Not seen during interview
04:d6:aa:ac:e1:5d,26,Resident (20+ days),Campus member (seen during interview)
04:d6:aa:c3:60:08,2,Rare (2 days),Not seen during interview
04:d6:aa:f3:6b:65,24,Resident (20+ days),Campus member (seen during interview)
08:08:c2:01:4c:f4,1,One-time (1 day),Not seen during interview
08:21:ef:3c:0d:df,16,Regular (10-19 days),Campus member (seen during interview)
08:21:ef:3c:0f:07,13,Regular (10-19 days),Not seen during interview
08:37:3d:82:a6:60,1,One-time (1 day),Not seen during interview
08:3d:88:02:55:0a,24,Resident (20+ days),Campus member (seen during interview)
08:3d:88:02:8e:84,17,Regular (10-19 days),Campus member (seen during interview)
08:3d:88:05:77:aa,1,One-time (1 day),Not seen during interview
08:3d:88:06:4f:be,2,Rare (2 days),Campus member (seen during interview)
08:3d:88:06:50:48,1,One-time (1 day),Not seen during interview
08:3d:88:06:71:2a,21,Resident (20+ days),Campus member (seen during interview)
08:3d:88:0c:ab:f0,9,Occasional (3-9 days),Not seen during interview
08:3d:88:0c:c6:ce,1,One-time (1 day),Not seen during interview
08:3d:88:0d:5c:2e,7,Occasional (3-9 days),Not seen during interview
08:3d:88:0f:ec:a4,17,Regular (10-19 days),Campus member (seen during interview)
08:3d:88:10:8c:ec,1,One-time (1 day),Interview-only (Outsider)
08:3d:88:11:33:da,2,Rare (2 days),Not seen during interview
08:3d:88:12:ea:6c,1,One-time (1 day),Not seen during interview
08:3d:88:1a:bf:1d,25,Resident (20+ days),Campus member (seen during interview)
08:66:98:b2:ab:34,26,Resident (20+ days),Campus member (seen during interview)
08:66:98:ce:2e:27,26,Resident (20+ days),Campus member (seen during interview)
08:66:98:f1:57:71,15,Regular (10-19 days),Not seen during interview
08:6d:41:ba:32:f2,4,Occasional (3-9 days),Not seen during interview
08:6d:41:ba:35:1a,15,Regular (10-19 days),Campus member (seen during interview)
08:6d:41:ba:69:58,6,Occasional (3-9 days),Not seen during interview
08:6d:41:c2:58:62,8,Occasional (3-9 days),Campus member (seen during interview)
08:6d:41:db:b6:6a,10,Regular (10-19 days),Campus member (seen during interview)
08:70:45:cd:60:55,15,Regular (10-19 days),Not seen during interview
08:78:08:00:60:8a,26,Resident (20+ days),Campus member (seen during interview)
08:78:08:18:3d:8a,1,One-time (1 day),Interview-only (Outsider)
08:78:08:1f:13:b1,1,One-time (1 day),Interview-only (Outsider)
08:78:08:20:21:91,1,One-time (1 day),Interview-only (Outsider)
08:78:08:23:0c:3f,1,One-time (1 day),Interview-only (Outsider)
08:78:08:26:6f:2e,1,One-time (1 day),Not seen during interview
08:78:08:26:ca:44,9,Occasional (3-9 days),Not seen during interview
08:78:08:29:bb:ba,1,One-time (1 day),Not seen during interview
08:78:08:29:cf:64,2,Rare (2 days),Not seen during interview
08:78:08:2e:ec:58,22,Resident (20+ days),Campus member (seen during interview)
08:78:08:2e:ec:76,4,Occasional (3-9 days),Not seen during interview
08:78:08:2f:69:fa,1,One-time (1 day),Not seen during interview
08:78:08:30:7b:52,1,One-time (1 day),Not seen during interview
08:78:08:31:f6:2a,11,Regular (10-19 days),Not seen during interview
08:78:08:36:69:e2,1,One-time (1 day),Not seen during interview
08:78:08:3a:5b:bc,1,One-time (1 day),Not seen during interview
08:78:08:46:36:62,1,One-time (1 day),Interview-only (Outsider)
08:78:08:4c:8f:7d,1,One-time (1 day),Interview-only (Outsider)
08:78:08:4e:91:a9,1,One-time (1 day),Interview-only (Outsider)
08:78:08:52:9d:35,1,One-time (1 day),Interview-only (Outsider)
08:78:08:54:10:0c,1,One-time (1 day),Not seen during interview
08:78:08:5a:a1:08,1,One-time (1 day),Interview-only (Outsider)
08:78:08:5b:9c:4d,1,One-time (1 day),Interview-only (Outsider)
08:78:08:5d:5e:5a,11,Regular (10-19 days),Not seen during interview
08:78:08:5f:fc:cb,1,One-time (1 day),Interview-only (Outsider)
08:78:08:63:8a:4e,1,One-time (1 day),Not seen during interview
08:78:08:63:cd:b1,1,One-time (1 day),Interview-only (Outsider)
08:78:08:65:40:f2,1,One-time (1 day),Interview-only (Outsider)
08:78:08:6a:6f:c1,1,One-time (1 day),Interview-only (Outsider)
08:78:08:6b:30:28,5,Occasional (3-9 days),Campus member (seen during interview)
08:78:08:6b:30:74,1,One-time (1 day),Interview-only (Outsider)
08:78:08:73:65:92,5,Occasional (3-9 days),Campus member (seen during interview)
08:78:08:73:66:32,1,One-time (1 day),Interview-only (Outsider)
08:78:08:73:70:d2,1,One-time (1 day),Interview-only (Outsider)
08:78:08:73:7a:d2,1,One-time (1 day),Not seen during interview
08:78:08:79:0d:e6,1,One-time (1 day),Interview-only (Outsider)
08:78:08:7a:7f:b4,1,One-time (1 day),Not seen during interview
08:78:08:7a:87:5a,8,Occasional (3-9 days),Not seen during interview
08:78:08:7a:a4:36,11,Regular (10-19 days),Campus member (seen during interview)
08:78:08:7d:7e:58,1,One-time (1 day),Interview-only (Outsider)
08:78:08:81:29:5c,22,Resident (20+ days),Not seen during interview
08:78:08:8d:32:26,1,One-time (1 day),Interview-only (Outsider)
08:78:08:8d:33:3e,1,One-time (1 day),Interview-only (Outsider)
08:78:08:8e:fa:75,1,One-time (1 day),Interview-only (Outsider)
08:78:08:90:57:ae,2,Rare (2 days),Not seen during interview
08:78:08:91:86:fb,1,One-time (1 day),Interview-only (Outsider)
08:78:08:95:8e:cd,1,One-time (1 day),Interview-only (Outsider)
08:78:08:9e:1c:98,1,One-time (1 day),Interview-only (Outsider)
08:78:08:9e:2f:99,1,One-time (1 day),Interview-only (Outsider)
08:78:08:9e:81:ee,1,One-time (1 day),Interview-only (Outsider)
08:78:08:9e:f0:8a,1,One-time (1 day),Interview-only (Outsider)
08:78:08:9f:48:56,1,One-time (1 day),Interview-only (Outsider)
08:78:08:9f:55:91,1,One-time (1 day),Interview-only (Outsider)
08:78:08:9f:b7:1e,1,One-time (1 day),Interview-only (Outsider)
08:78:08:a0:0c:51,1,One-time (1 day),Interview-only (Outsider)
08:78:08:a0:9a:3d,1,One-time (1 day),Interview-only (Outsider)
08:78:08:a0:b0:0b,1,One-time (1 day),Interview-only (Outsider)
08:78:08:a0:da:81,1,One-time (1 day),Interview-only (Outsider)
08:78:08:a1:22:98,1,One-time (1 day),Interview-only (Outsider)
08:78:08:a1:84:ba,1,One-time (1 day),Interview-only (Outsider)
08:78:08:a1:ae:82,1,One-time (1 day),Interview-only (Outsider)
08:78:08:a2:74:29,1,One-time (1 day),Interview-only (Outsider)
08:78:08:a3:67:f3,1,One-time (1 day),Interview-only (Outsider)
08:78:08:a6:60:ce,24,Resident (20+ days),Campus member (seen during interview)
08:78:08:aa:52:76,1,One-time (1 day),Not seen during interview
08:78:08:ab:ce:f0,2,Rare (2 days),Not seen during interview
08:78:08:ac:78:35,1,One-time (1 day),Interview-only (Outsider)
08:78:08:ac:c8:07,1,One-time (1 day),Interview-only (Outsider)
08:78:08:ae:79:36,1,One-time (1 day),Interview-only (Outsider)
08:78:08:af:8a:83,1,One-time (1 day),Interview-only (Outsider)
08:78:08:b3:99:ec,1,One-time (1 day),Interview-only (Outsider)
08:78:08:b5:fe:68,2,Rare (2 days),Not seen during interview
08:78:08:b7:d2:a2,2,Rare (2 days),Not seen during interview
08:78:08:bb:ba:7c,1,One-time (1 day),Interview-only (Outsider)
08:78:08:c9:29:fc,1,One-time (1 day),Not seen during interview
08:78:08:c9:65:d2,2,Rare (2 days),Not seen during interview
08:78:08:d3:b5:ca,1,One-time (1 day),Not seen during interview
08:78:08:d6:e3:5a,7,Occasional (3-9 days),Not seen during interview
08:78:08:d7:81:3e,1,One-time (1 day),Not seen during interview
08:78:08:d9:a6:d0,1,One-time (1 day),Not seen during interview
08:78:08:d9:af:e6,1,One-time (1 day),Not seen during interview
08:78:08:dc:2f:bc,1,One-time (1 day),Not seen during interview
08:78:08:e2:45:74,7,Occasional (3-9 days),Not seen during interview
08:78:08:e5:ac:61,1,One-time (1 day),Interview-only (Outsider)
08:78:08:e6:54:cb,1,One-time (1 day),Interview-only (Outsider)
08:78:08:e7:89:7c,1,One-time (1 day),Not seen during interview
08:78:08:e9:6c:1f,1,One-time (1 day),Interview-only (Outsider)
08:78:08:e9:c9:08,1,One-time (1 day),Interview-only (Outsider)
08:78:08:ea:a5:ee,1,One-time (1 day),Interview-only (Outsider)
08:78:08:ea:b4:22,1,One-time (1 day),Interview-only (Outsider)
08:78:08:eb:51:d2,1,One-time (1 day),Interview-only (Outsider)
08:78:08:eb:be:b8,1,One-time (1 day),Not seen during interview
08:78:08:eb:c6:79,1,One-time (1 day),Interview-only (Outsider)
08:78:08:ec:9f:9d,1,One-time (1 day),Interview-only (Outsider)
08:78:08:ed:7a:2e,1,One-time (1 day),Not seen during interview
08:78:08:ed:7f:0a,1,One-time (1 day),Not seen during interview
08:78:08:f1:6f:d2,20,Resident (20+ days),Campus member (seen during interview)
08:78:08:f1:70:0a,19,Regular (10-19 days),Not seen during interview
08:78:08:f1:e0:5c,1,One-time (1 day),Interview-only (Outsider)
08:78:08:f5:2f:48,1,One-time (1 day),Interview-only (Outsider)
08:78:08:f7:09:2e,27,Resident (20+ days),Campus member (seen during interview)
08:78:08:f8:8a:d4,1,One-time (1 day),Not seen during interview
08:78:08:f8:8f:b2,2,Rare (2 days),Not seen during interview
08:78:08:fb:1b:52,19,Regular (10-19 days),Not seen during interview
08:78:08:fd:90:d8,1,One-time (1 day),Interview-only (Outsider)
08:ae:d6:00:3d:03,17,Regular (10-19 days),Not seen during interview
08:ae:d6:00:51:95,2,Rare (2 days),Campus member (seen during interview)
08:ae:d6:00:6b:f9,1,One-time (1 day),Not seen during interview
08:ae:d6:00:6b:fb,26,Resident (20+ days),Campus member (seen during interview)
08:ae:d6:00:86:9b,25,Resident (20+ days),Campus member (seen during interview)
08:ae:d6:00:92:d3,11,Regular (10-19 days),Campus member (seen during interview)
08:ae:d6:00:a3:71,25,Resident (20+ days),Campus member (seen during interview)
08:ae:d6:00:d7:46,3,Occasional (3-9 days),Not seen during interview
